split, sceneId, level, roomId, roomType, startX, startY, startZ, startAngle, goalObjectId, goalX, goalY, goalZ, dist, pathDist, pathNumDoors, pathDoorIds, pathNumRooms, pathRoomIndices
train,Lynxville,0,,,-1.776,2.081,-0.229,3.444,,7.115,-2.516,-0.302,10.010,11.165,,,,
train,Lynxville,0,,,-0.985,1.032,-0.233,3.153,,8.383,-2.987,-0.238,10.193,11.996,,,,
train,Lynxville,0,,,3.418,3.923,-0.222,3.133,,7.017,-2.478,-0.233,7.343,7.343,,,,
train,Lynxville,0,,,-0.985,1.032,-0.233,3.153,,7.017,-2.478,-0.233,8.737,10.556,,,,
train,Lynxville,0,,,-2.098,3.580,-0.213,4.280,,6.537,-1.019,-0.221,9.783,10.165,,,,
train,Lynxville,0,,,0.774,2.031,-0.243,2.110,,8.528,-0.409,-0.408,8.131,9.158,,,,
train,Lynxville,0,,,-0.985,1.032,-0.233,3.153,,4.353,1.678,-0.241,5.377,5.619,,,,
train,Lynxville,0,,,3.418,3.923,-0.222,3.133,,7.115,-2.516,-0.302,7.425,7.425,,,,
train,Lynxville,0,,,5.883,3.840,-0.213,3.582,,7.115,-2.516,-0.302,6.475,6.475,,,,
train,Lynxville,0,,,-0.985,1.032,-0.233,3.153,,5.907,2.225,-0.226,6.994,7.159,,,,
train,Lynxville,0,,,-0.103,-0.039,-0.226,0.103,,6.537,-1.019,-0.221,6.712,10.477,,,,
train,Lynxville,0,,,-1.776,2.081,-0.229,3.444,,3.075,0.010,-0.213,5.275,8.245,,,,
train,Lynxville,0,,,-1.776,2.081,-0.229,3.444,,8.383,-2.987,-0.238,11.353,12.519,,,,
train,Lynxville,0,,,0.774,2.031,-0.243,2.110,,5.907,2.225,-0.226,5.136,5.136,,,,
train,Lynxville,0,,,-1.776,2.081,-0.229,3.444,,8.528,-0.409,-0.408,10.603,11.704,,,,
train,Lynxville,0,,,-0.103,-0.039,-0.226,0.103,,7.115,-2.516,-0.302,7.631,12.029,,,,
train,Lynxville,0,,,3.418,3.923,-0.222,3.133,,8.383,-2.987,-0.238,8.509,8.779,,,,
train,Lynxville,0,,,-0.103,-0.039,-0.226,0.103,,5.883,3.840,-0.213,7.132,9.871,,,,
train,Lynxville,0,,,1.120,3.762,-0.226,2.917,,8.528,-0.409,-0.408,8.504,9.316,,,,
train,Lynxville,0,,,-0.103,-0.039,-0.226,0.103,,5.578,0.086,-0.225,5.682,9.015,,,,
train,Lynxville,0,,,1.120,3.762,-0.226,2.917,,5.578,0.086,-0.225,5.779,5.779,,,,
train,Lynxville,0,,,0.774,2.031,-0.243,2.110,,5.578,0.086,-0.225,5.183,5.605,,,,
train,Lynxville,0,,,4.353,1.678,-0.241,1.806,,7.115,-2.516,-0.302,5.022,5.022,,,,
train,Lynxville,0,,,2.063,1.107,-0.226,0.885,,8.528,-0.409,-0.408,6.643,8.827,,,,
train,Lynxville,0,,,-1.776,2.081,-0.229,3.444,,7.017,-2.478,-0.233,9.905,11.079,,,,
train,Lynxville,0,,,2.824,2.522,-0.239,1.596,,7.017,-2.478,-0.233,6.525,6.616,,,,
train,Lynxville,0,,,-2.098,3.580,-0.213,4.280,,8.528,-0.409,-0.408,11.352,12.256,,,,
train,Lynxville,0,,,2.824,2.522,-0.239,1.596,,7.115,-2.516,-0.302,6.618,6.618,,,,
train,Lynxville,0,,,2.063,1.107,-0.226,0.885,,7.017,-2.478,-0.233,6.115,8.222,,,,
train,Lynxville,0,,,-0.985,1.032,-0.233,3.153,,3.418,3.923,-0.222,5.267,5.267,,,,
train,Lynxville,0,,,0.774,2.031,-0.243,2.110,,8.383,-2.987,-0.238,9.114,9.973,,,,
train,Lynxville,0,,,2.063,1.107,-0.226,0.885,,7.115,-2.516,-0.302,6.217,8.224,,,,
train,Lynxville,0,,,-2.098,3.580,-0.213,4.280,,7.017,-2.478,-0.233,10.943,11.650,,,,
train,Lynxville,0,,,3.075,0.010,-0.213,5.566,,8.528,-0.409,-0.408,5.473,6.058,,,,
train,Lynxville,0,,,-0.103,-0.039,-0.226,0.103,,8.383,-2.987,-0.238,8.983,13.383,,,,
train,Lynxville,0,,,-0.103,-0.039,-0.226,0.103,,8.528,-0.409,-0.408,8.641,12.568,,,,
train,Lynxville,0,,,2.824,2.522,-0.239,1.596,,8.383,-2.987,-0.238,7.826,7.972,,,,
train,Lynxville,0,,,5.883,3.840,-0.213,3.582,,7.017,-2.478,-0.233,6.419,6.419,,,,
train,Lynxville,0,,,5.883,3.840,-0.213,3.582,,8.528,-0.409,-0.408,5.010,6.994,,,,
train,Lynxville,0,,,-0.103,-0.039,-0.226,0.103,,5.907,2.225,-0.226,6.422,8.546,,,,
train,Lynxville,0,,,2.824,2.522,-0.239,1.596,,6.537,-1.019,-0.221,5.131,5.131,,,,
train,Lynxville,0,,,-0.103,-0.039,-0.226,0.103,,3.418,3.923,-0.222,5.300,6.296,,,,
train,Lynxville,0,,,-2.098,3.580,-0.213,4.280,,5.578,0.086,-0.225,8.434,8.711,,,,
train,Lynxville,0,,,1.120,3.762,-0.226,2.917,,6.537,-1.019,-0.221,7.226,7.226,,,,
train,Lynxville,0,,,1.120,3.762,-0.226,2.917,,5.907,2.225,-0.226,5.028,5.028,,,,
train,Lynxville,0,,,-2.098,3.580,-0.213,4.280,,8.383,-2.987,-0.238,12.367,13.006,,,,
train,Lynxville,0,,,0.774,2.031,-0.243,2.110,,6.537,-1.019,-0.221,6.520,7.067,,,,
train,Lynxville,0,,,-2.098,3.580,-0.213,4.280,,7.115,-2.516,-0.302,11.047,11.652,,,,
train,Lynxville,0,,,-1.776,2.081,-0.229,3.444,,6.537,-1.019,-0.221,8.873,9.614,,,,
train,Lynxville,0,,,-2.098,3.580,-0.213,4.280,,2.824,2.522,-0.239,5.034,5.034,,,,
train,Lynxville,0,,,-2.098,3.580,-0.213,4.280,,5.883,3.840,-0.213,7.984,7.984,,,,
train,Lynxville,0,,,-1.776,2.081,-0.229,3.444,,5.883,3.840,-0.213,7.859,8.791,,,,
train,Lynxville,0,,,0.774,2.031,-0.243,2.110,,7.017,-2.478,-0.233,7.700,8.532,,,,
train,Lynxville,0,,,-0.985,1.032,-0.233,3.153,,8.528,-0.409,-0.408,9.623,11.181,,,,
train,Lynxville,0,,,-0.103,-0.039,-0.226,0.103,,7.017,-2.478,-0.233,7.526,11.942,,,,
train,Lynxville,0,,,1.120,3.762,-0.226,2.917,,7.115,-2.516,-0.302,8.681,8.726,,,,
train,Lynxville,0,,,0.774,2.031,-0.243,2.110,,5.883,3.840,-0.213,5.419,6.244,,,,
train,Lynxville,0,,,1.120,3.762,-0.226,2.917,,7.017,-2.478,-0.233,8.585,8.718,,,,
train,Lynxville,0,,,3.075,0.010,-0.213,5.566,,8.383,-2.987,-0.238,6.096,6.882,,,,
train,Lynxville,0,,,2.824,2.522,-0.239,1.596,,8.528,-0.409,-0.408,6.415,7.221,,,,
train,Lynxville,0,,,-0.985,1.032,-0.233,3.153,,5.883,3.840,-0.213,7.419,8.267,,,,
train,Lynxville,0,,,1.120,3.762,-0.226,2.917,,8.383,-2.987,-0.238,9.915,10.080,,,,
train,Lynxville,0,,,5.907,2.225,-0.226,3.093,,8.383,-2.987,-0.238,5.770,6.247,,,,
train,Lynxville,0,,,2.063,1.107,-0.226,0.885,,8.383,-2.987,-0.238,7.530,9.578,,,,
train,Lynxville,0,,,3.418,3.923,-0.222,3.133,,6.537,-1.019,-0.221,5.844,5.844,,,,
train,Lynxville,0,,,0.774,2.031,-0.243,2.110,,7.115,-2.516,-0.302,7.803,8.619,,,,
train,Lynxville,0,,,-1.776,2.081,-0.229,3.444,,3.418,3.923,-0.222,5.511,5.511,,,,
train,Lynxville,0,,,-1.776,2.081,-0.229,3.444,,5.907,2.225,-0.226,7.685,7.685,,,,
train,Lynxville,0,,,-0.985,1.032,-0.233,3.153,,7.115,-2.516,-0.302,8.843,10.642,,,,
train,Lynxville,0,,,4.353,1.678,-0.241,1.806,,8.383,-2.987,-0.238,6.164,6.376,,,,
train,Lynxville,0,,,-2.098,3.580,-0.213,4.280,,5.907,2.225,-0.226,8.118,8.118,,,,
train,Lynxville,0,,,-2.098,3.580,-0.213,4.280,,3.418,3.923,-0.222,5.526,5.526,,,,
train,Lynxville,0,,,5.883,3.840,-0.213,3.582,,8.383,-2.987,-0.238,7.270,7.829,,,,
train,Lynxville,0,,,-1.776,2.081,-0.229,3.444,,5.578,0.086,-0.225,7.621,8.152,,,,
train,Lynxville,0,,,3.418,3.923,-0.222,3.133,,8.528,-0.409,-0.408,6.702,7.935,,,,
train,Lynxville,0,,,-2.098,3.580,-0.213,4.280,,3.075,0.010,-0.213,6.284,8.827,,,,
train,Lynxville,0,,,-1.776,2.081,-0.229,3.444,,4.353,1.678,-0.241,6.143,6.143,,,,
train,Lynxville,0,,,-0.985,1.032,-0.233,3.153,,6.537,-1.019,-0.221,7.797,9.090,,,,
train,Lynxville,0,,,-0.985,1.032,-0.233,3.153,,5.578,0.086,-0.225,6.631,7.629,,,,
train,Lynxville,0,,,-2.098,3.580,-0.213,4.280,,4.353,1.678,-0.241,6.725,6.725,,,,
train,Lynxville,0,,,2.063,1.107,-0.226,0.885,,6.537,-1.019,-0.221,4.954,6.737,,,,
train,Lynxville,0,,,4.353,1.678,-0.241,1.806,,7.017,-2.478,-0.233,4.936,4.936,,,,
train,Lynxville,0,,,5.883,3.840,-0.213,3.582,,6.537,-1.019,-0.221,4.903,4.903,,,,
train,Lynxville,0,,,5.907,2.225,-0.226,3.093,,7.115,-2.516,-0.302,4.893,4.893,,,,
train,Lynxville,0,,,-2.098,3.580,-0.213,4.280,,2.063,1.107,-0.226,4.840,6.040,,,,
train,Lynxville,0,,,5.907,2.225,-0.226,3.093,,7.017,-2.478,-0.233,4.832,4.832,,,,
train,Lynxville,0,,,-0.103,-0.039,-0.226,0.103,,4.353,1.678,-0.241,4.775,7.006,,,,
train,Lynxville,0,,,3.075,0.010,-0.213,5.566,,7.115,-2.516,-0.302,4.766,5.528,,,,
train,Lynxville,0,,,1.120,3.762,-0.226,2.917,,5.883,3.840,-0.213,4.764,6.495,,,,
train,Lynxville,0,,,3.075,0.010,-0.213,5.566,,5.883,3.840,-0.213,4.749,4.749,,,,
train,Lynxville,0,,,2.063,1.107,-0.226,0.885,,5.883,3.840,-0.213,4.696,6.001,,,,
train,Lynxville,0,,,4.353,1.678,-0.241,1.806,,8.528,-0.409,-0.408,4.671,5.561,,,,
train,Lynxville,0,,,3.075,0.010,-0.213,5.566,,7.017,-2.478,-0.233,4.661,5.444,,,,
train,Lynxville,0,,,-1.776,2.081,-0.229,3.444,,2.824,2.522,-0.239,4.622,4.622,,,,
train,Lynxville,0,,,3.418,3.923,-0.222,3.133,,5.578,0.086,-0.225,4.403,4.403,,,,
train,Lynxville,0,,,1.120,3.762,-0.226,2.917,,3.075,0.010,-0.213,4.231,5.949,,,,
train,Lynxville,0,,,-0.985,1.032,-0.233,3.153,,3.075,0.010,-0.213,4.186,7.721,,,,
train,Lynxville,0,,,5.578,0.086,-0.225,5.469,,8.383,-2.987,-0.238,4.160,4.377,,,,
train,Lynxville,0,,,-0.103,-0.039,-0.226,0.103,,-2.098,3.580,-0.213,4.132,4.132,,,,
train,Lynxville,0,,,-0.985,1.032,-0.233,3.153,,2.824,2.522,-0.239,4.090,4.090,,,,
val,Ribera,0,,,-0.050,-0.076,-0.174,1.568,,0.246,-7.043,-0.182,6.973,12.014,,,,
val,Ribera,0,,,-0.050,-0.076,-0.174,1.568,,-1.705,-5.781,-0.181,5.940,6.342,,,,
val,Ribera,0,,,-2.747,-5.819,-0.180,5.443,,-4.222,0.063,-0.198,6.063,6.984,,,,
val,Ribera,0,,,-0.050,-0.076,-0.174,1.568,,0.182,-5.823,-0.185,5.752,10.793,,,,
val,Ribera,0,,,-0.911,-5.774,-0.180,3.925,,-4.222,0.063,-0.198,6.710,6.710,,,,
val,Ribera,0,,,0.246,-7.043,-0.182,1.411,,-4.222,0.063,-0.198,8.393,12.112,,,,
val,Ribera,0,,,-0.050,-0.076,-0.174,1.568,,-2.747,-5.819,-0.180,6.344,6.892,,,,
val,Ribera,0,,,0.246,-7.043,-0.182,1.411,,-1.296,-1.798,-0.195,5.467,9.889,,,,
val,Ribera,0,,,-0.050,-0.076,-0.174,1.568,,-2.806,-4.999,-0.182,5.642,7.693,,,,
val,Ribera,0,,,0.246,-7.043,-0.182,1.411,,-3.193,-2.551,-0.203,5.657,11.930,,,,
val,Ribera,0,,,-0.911,-5.774,-0.180,3.925,,-3.680,-1.283,-0.197,5.276,5.276,,,,
val,Ribera,0,,,-2.806,-4.999,-0.182,3.687,,-4.222,0.063,-0.198,5.256,7.790,,,,
val,Ribera,0,,,0.246,-7.043,-0.182,1.411,,-3.680,-1.283,-0.197,6.970,10.682,,,,
val,Ribera,0,,,0.182,-5.823,-0.185,3.146,,-4.222,0.063,-0.198,7.351,10.890,,,,
val,Ribera,0,,,-1.644,-4.687,-0.177,0.430,,-4.222,0.063,-0.198,5.404,5.404,,,,
val,Ribera,0,,,-1.705,-5.781,-0.181,0.714,,-4.222,0.063,-0.198,6.362,6.440,,,,
val,Ribera,0,,,-2.747,-5.819,-0.180,5.443,,-1.936,0.129,-0.195,6.002,6.404,,,,
val,Ribera,0,,,0.013,-1.421,-0.181,6.259,,0.246,-7.043,-0.182,5.627,11.251,,,,
val,Ribera,0,,,-0.028,-4.489,-0.191,1.005,,-4.222,0.063,-0.198,6.189,7.504,,,,
val,Ribera,0,,,-2.806,-4.999,-0.182,3.687,,-1.936,0.129,-0.195,5.201,7.226,,,,
val,Ribera,0,,,-1.705,-5.781,-0.181,0.714,,-1.936,0.129,-0.195,5.914,5.914,,,,
val,Ribera,0,,,-0.050,-0.076,-0.174,1.568,,-0.911,-5.774,-0.180,5.763,6.613,,,,
val,Ribera,0,,,0.182,-5.823,-0.185,3.146,,-1.936,0.129,-0.195,6.317,10.326,,,,
val,Ribera,0,,,0.246,-7.043,-0.182,1.411,,-1.936,0.129,-0.195,7.496,11.548,,,,
val,Ribera,0,,,0.182,-5.823,-0.185,3.146,,-3.680,-1.283,-0.197,5.960,9.460,,,,
val,Ribera,0,,,0.079,-2.981,-0.194,6.277,,-4.222,0.063,-0.198,5.269,5.992,,,,
val,Ribera,0,,,-0.911,-5.774,-0.180,3.925,,-1.936,0.129,-0.195,5.991,6.136,,,,
val,Ribera,0,,,0.013,-1.421,-0.181,6.259,,-2.747,-5.819,-0.180,5.192,6.129,,,,
val,Ribera,0,,,-0.028,-4.489,-0.191,1.005,,-1.936,0.129,-0.195,4.996,5.217,,,,
val,Ribera,0,,,-1.705,-5.781,-0.181,0.714,,-3.680,-1.283,-0.197,4.912,5.010,,,,
val,Ribera,0,,,-0.050,-0.076,-0.174,1.568,,-1.644,-4.687,-0.177,4.878,5.312,,,,
val,Ribera,0,,,-0.028,-4.489,-0.191,1.005,,-3.680,-1.283,-0.197,4.859,7.825,,,,
val,Ribera,0,,,-1.644,-4.687,-0.177,0.430,,-1.936,0.129,-0.195,4.824,4.824,,,,
val,Ribera,0,,,0.182,-5.823,-0.185,3.146,,-3.193,-2.551,-0.203,4.701,10.708,,,,
val,Ribera,0,,,0.013,-1.421,-0.181,6.259,,-1.705,-5.781,-0.181,4.686,5.579,,,,
val,Ribera,0,,,-2.747,-5.819,-0.180,5.443,,-3.680,-1.283,-0.197,4.631,5.547,,,,
val,Ribera,0,,,0.013,-1.421,-0.181,6.259,,-2.806,-4.999,-0.182,4.555,6.930,,,,
val,Ribera,0,,,0.013,-1.421,-0.181,6.259,,-4.222,0.063,-0.198,4.487,4.777,,,,
val,Ribera,0,,,0.013,-1.421,-0.181,6.259,,-0.911,-5.774,-0.180,4.450,5.850,,,,
val,Ribera,0,,,-0.050,-0.076,-0.174,1.568,,-0.028,-4.489,-0.191,4.413,4.413,,,,
val,Ribera,0,,,0.013,-1.421,-0.181,6.259,,0.182,-5.823,-0.185,4.405,10.029,,,,
val,Ribera,0,,,0.182,-5.823,-0.185,3.146,,-1.296,-1.798,-0.195,4.288,8.667,,,,
val,Ribera,0,,,-2.747,-5.819,-0.180,5.443,,-1.296,-1.798,-0.195,4.275,4.766,,,,
val,Ribera,0,,,0.246,-7.043,-0.182,1.411,,-2.141,-3.568,-0.202,4.215,7.927,,,,
val,Ribera,0,,,-2.141,-3.568,-0.202,2.218,,-4.222,0.063,-0.198,4.185,4.185,,,,
val,Ribera,0,,,-0.050,-0.076,-0.174,1.568,,-4.222,0.063,-0.198,4.174,4.174,,,,
val,Ribera,0,,,0.079,-2.981,-0.194,6.277,,-3.680,-1.283,-0.197,4.125,6.319,,,,
val,Ribera,0,,,-0.050,-0.076,-0.174,1.568,,-2.141,-3.568,-0.202,4.071,4.088,,,,
val,Ribera,0,,,0.079,-2.981,-0.194,6.277,,0.246,-7.043,-0.182,4.066,12.812,,,,
val,Ribera,0,,,0.079,-2.981,-0.194,6.277,,-2.747,-5.819,-0.180,4.005,7.690,,,,
val,Ribera,0,,,-1.705,-5.781,-0.181,0.714,,-1.296,-1.798,-0.195,4.004,4.217,,,,
val,Ribera,0,,,-0.050,-0.076,-0.174,1.568,,-3.193,-2.551,-0.203,4.001,4.167,,,,
val,Ribera,0,,,-0.911,-5.774,-0.180,3.925,,-1.296,-1.798,-0.195,3.995,4.488,,,,
val,Ribera,0,,,-1.644,-4.687,-0.177,0.430,,-3.680,-1.283,-0.197,3.966,3.966,,,,
val,Ribera,0,,,-0.911,-5.774,-0.180,3.925,,-3.193,-2.551,-0.203,3.949,6.529,,,,
val,Ribera,0,,,-0.050,-0.076,-0.174,1.568,,-3.680,-1.283,-0.197,3.826,5.525,,,,
val,Ribera,0,,,-2.806,-4.999,-0.182,3.687,,-3.680,-1.283,-0.197,3.817,6.360,,,,
val,Ribera,0,,,-0.028,-4.489,-0.191,1.005,,-3.193,-2.551,-0.203,3.711,6.467,,,,
val,Ribera,0,,,0.079,-2.981,-0.194,6.277,,-1.936,0.129,-0.195,3.706,3.706,,,,
val,Ribera,0,,,-2.141,-3.568,-0.202,2.218,,-1.936,0.129,-0.195,3.703,3.703,,,,
val,Ribera,0,,,0.013,-1.421,-0.181,6.259,,-3.680,-1.283,-0.197,3.696,4.758,,,,
val,Ribera,0,,,-2.806,-4.999,-0.182,3.687,,0.246,-7.043,-0.182,3.673,4.322,,,,
val,Ribera,0,,,0.013,-1.421,-0.181,6.259,,-1.644,-4.687,-0.177,3.662,4.548,,,,
val,Ribera,0,,,-1.705,-5.781,-0.181,0.714,,-3.193,-2.551,-0.203,3.556,6.258,,,,
val,Ribera,0,,,-2.806,-4.999,-0.182,3.687,,-1.296,-1.798,-0.195,3.540,5.567,,,,
val,Ribera,0,,,0.079,-2.981,-0.194,6.277,,-2.806,-4.999,-0.182,3.521,8.491,,,,
val,Ribera,0,,,-4.222,0.063,-0.198,3.805,,-1.296,-1.798,-0.195,3.467,4.316,,,,
val,Ribera,0,,,0.013,-1.421,-0.181,6.259,,-3.193,-2.551,-0.203,3.399,3.399,,,,
val,Ribera,0,,,0.079,-2.981,-0.194,6.277,,-1.705,-5.781,-0.181,3.320,7.140,,,,
val,Ribera,0,,,0.079,-2.981,-0.194,6.277,,-3.193,-2.551,-0.203,3.300,4.960,,,,
val,Ribera,0,,,-2.747,-5.819,-0.180,5.443,,-3.193,-2.551,-0.203,3.298,6.808,,,,
val,Ribera,0,,,0.182,-5.823,-0.185,3.146,,-2.141,-3.568,-0.202,3.237,6.705,,,,
val,Ribera,0,,,-2.747,-5.819,-0.180,5.443,,0.246,-7.043,-0.182,3.233,5.143,,,,
val,Ribera,0,,,-2.806,-4.999,-0.182,3.687,,0.182,-5.823,-0.185,3.100,3.100,,,,
val,Ribera,0,,,0.013,-1.421,-0.181,6.259,,-0.028,-4.489,-0.191,3.068,3.068,,,,
val,Ribera,0,,,0.013,-1.421,-0.181,6.259,,-2.141,-3.568,-0.202,3.042,3.324,,,,
val,Ribera,0,,,-0.028,-4.489,-0.191,1.005,,-2.747,-5.819,-0.180,3.026,9.196,,,,
val,Ribera,0,,,-1.644,-4.687,-0.177,0.430,,0.246,-7.043,-0.182,3.020,6.724,,,,
val,Ribera,0,,,-0.028,-4.489,-0.191,1.005,,-1.296,-1.798,-0.195,2.975,4.430,,,,
val,Ribera,0,,,0.079,-2.981,-0.194,6.277,,-0.911,-5.774,-0.180,2.964,7.411,,,,
val,Ribera,0,,,-3.193,-2.551,-0.203,3.562,,-1.936,0.129,-0.195,2.960,4.071,,,,
val,Ribera,0,,,-2.747,-5.819,-0.180,5.443,,0.182,-5.823,-0.185,2.929,3.922,,,,
val,Ribera,0,,,-1.644,-4.687,-0.177,0.430,,-1.296,-1.798,-0.195,2.910,3.186,,,,
val,Ribera,0,,,-0.050,-0.076,-0.174,1.568,,0.079,-2.981,-0.194,2.908,2.908,,,,
val,Ribera,0,,,0.079,-2.981,-0.194,6.277,,0.182,-5.823,-0.185,2.844,11.590,,,,
val,Ribera,0,,,-0.028,-4.489,-0.191,1.005,,-2.806,-4.999,-0.182,2.825,9.997,,,,
val,Ribera,0,,,-3.193,-2.551,-0.203,3.562,,-4.222,0.063,-0.198,2.809,2.809,,,,
val,Ribera,0,,,-2.141,-3.568,-0.202,2.218,,-3.680,-1.283,-0.197,2.755,2.755,,,,
val,Ribera,0,,,-1.644,-4.687,-0.177,0.430,,-3.193,-2.551,-0.203,2.639,5.227,,,,
val,Ribera,0,,,-0.028,-4.489,-0.191,1.005,,0.246,-7.043,-0.182,2.569,14.319,,,,
val,Ribera,0,,,-0.911,-5.774,-0.180,3.925,,-2.141,-3.568,-0.202,2.526,2.526,,,,
val,Ribera,0,,,0.013,-1.421,-0.181,6.259,,-1.936,0.129,-0.195,2.490,2.490,,,,
val,Ribera,0,,,-2.806,-4.999,-0.182,3.687,,-3.193,-2.551,-0.203,2.479,7.608,,,,
val,Ribera,0,,,-3.680,-1.283,-0.197,3.005,,-1.296,-1.798,-0.195,2.439,3.399,,,,
val,Ribera,0,,,0.079,-2.981,-0.194,6.277,,-1.644,-4.687,-0.177,2.425,6.109,,,,
val,Ribera,0,,,-2.747,-5.819,-0.180,5.443,,-2.141,-3.568,-0.202,2.330,2.804,,,,
val,Ribera,0,,,-1.705,-5.781,-0.181,0.714,,0.246,-7.043,-0.182,2.323,5.672,,,,
val,Ribera,0,,,-0.028,-4.489,-0.191,1.005,,-2.141,-3.568,-0.202,2.305,6.392,,,,
val,Ribera,0,,,0.079,-2.981,-0.194,6.277,,-2.141,-3.568,-0.202,2.297,4.885,,,,
val,Ribera,0,,,-4.222,0.063,-0.198,3.805,,-1.936,0.129,-0.195,2.286,2.286,,,,
train,Allensville,1,,,1.049,2.277,-0.332,6.191,,6.198,4.944,-0.324,5.799,7.591,,,,
train,Allensville,1,,,1.707,7.036,-0.321,4.652,,4.197,1.986,-0.719,5.645,6.807,,,,
train,Allensville,1,,,1.399,0.713,-0.353,0.596,,1.707,7.036,-0.321,6.331,7.470,,,,
train,Allensville,1,,,3.829,5.717,-0.314,3.860,,4.225,0.478,-0.716,5.269,5.269,,,,
train,Allensville,1,,,-0.462,2.424,-0.697,6.193,,3.412,6.739,-0.365,5.808,9.789,,,,
train,Allensville,1,,,-0.462,2.424,-0.697,6.193,,4.225,0.478,-0.716,5.074,6.467,,,,
train,Allensville,1,,,1.707,7.036,-0.321,4.652,,5.232,2.164,-0.313,6.014,7.933,,,,
train,Allensville,1,,,1.399,0.713,-0.353,0.596,,6.198,4.944,-0.324,6.398,7.326,,,,
train,Allensville,1,,,1.707,7.036,-0.321,4.652,,6.058,1.465,-0.302,7.069,9.015,,,,
train,Allensville,1,,,1.267,4.050,-0.334,4.059,,6.117,6.499,-0.315,5.432,9.340,,,,
train,Allensville,1,,,1.267,4.050,-0.334,4.059,,6.198,4.944,-0.324,5.011,7.794,,,,
train,Allensville,1,,,1.049,2.277,-0.332,6.191,,6.058,1.465,-0.302,5.074,5.795,,,,
train,Allensville,1,,,1.049,2.277,-0.332,6.191,,6.117,6.499,-0.315,6.596,9.137,,,,
train,Allensville,1,,,1.267,4.050,-0.334,4.059,,6.058,1.465,-0.302,5.444,5.998,,,,
train,Allensville,1,,,1.707,7.036,-0.321,4.652,,4.225,0.478,-0.716,7.036,8.315,,,,
train,Allensville,1,,,1.922,2.933,-0.334,4.098,,6.117,6.499,-0.315,5.505,8.045,,,,
train,Allensville,1,,,1.049,2.277,-0.332,6.191,,6.058,3.206,-0.319,5.094,5.847,,,,
train,Allensville,1,,,-0.462,2.424,-0.697,6.193,,6.058,3.206,-0.319,6.577,7.220,,,,
train,Allensville,1,,,6.058,1.465,-0.302,0.955,,6.117,6.499,-0.315,5.034,5.506,,,,
train,Allensville,1,,,1.049,2.277,-0.332,6.191,,3.412,6.739,-0.365,5.049,8.416,,,,
train,Allensville,1,,,4.252,1.098,-0.719,0.061,,3.412,6.739,-0.365,5.714,5.714,,,,
train,Allensville,1,,,6.058,1.465,-0.302,0.955,,3.412,6.739,-0.365,5.901,7.039,,,,
train,Allensville,1,,,1.466,5.175,-0.330,3.883,,6.058,1.465,-0.302,5.904,7.140,,,,
train,Allensville,1,,,-0.462,2.424,-0.697,6.193,,6.058,1.465,-0.302,6.602,7.167,,,,
train,Allensville,1,,,2.798,2.065,-0.359,2.681,,6.117,6.499,-0.315,5.539,6.861,,,,
train,Allensville,1,,,1.399,0.713,-0.353,0.596,,3.412,6.739,-0.365,6.353,10.339,,,,
train,Allensville,1,,,1.707,7.036,-0.321,4.652,,6.058,3.206,-0.319,5.797,9.068,,,,
train,Allensville,1,,,6.117,6.499,-0.315,4.680,,4.252,1.098,-0.719,5.728,5.885,,,,
train,Allensville,1,,,-0.462,2.424,-0.697,6.193,,6.117,6.499,-0.315,7.748,10.509,,,,
train,Allensville,1,,,1.399,0.713,-0.353,0.596,,6.117,6.499,-0.315,7.465,8.807,,,,
train,Allensville,1,,,2.798,2.065,-0.359,2.681,,1.707,7.036,-0.321,5.090,5.525,,,,
train,Allensville,1,,,1.707,7.036,-0.321,4.652,,-0.462,2.424,-0.697,5.110,6.777,,,,
train,Allensville,1,,,1.466,5.175,-0.330,3.883,,4.225,0.478,-0.716,5.461,6.440,,,,
train,Allensville,1,,,6.117,6.499,-0.315,4.680,,4.225,0.478,-0.716,6.323,6.506,,,,
train,Allensville,1,,,-0.462,2.424,-0.697,6.193,,6.198,4.944,-0.324,7.131,8.964,,,,
train,Allensville,1,,,1.399,0.713,-0.353,0.596,,6.058,3.206,-0.319,5.284,5.712,,,,
train,Allensville,1,,,-0.462,2.424,-0.697,6.193,,3.829,5.717,-0.314,5.422,8.729,,,,
train,Allensville,1,,,1.707,7.036,-0.321,4.652,,4.252,1.098,-0.719,6.472,7.696,,,,
train,Allensville,1,,,4.225,0.478,-0.716,0.252,,3.412,6.739,-0.365,6.323,6.323,,,,
train,Allensville,1,,,1.399,0.713,-0.353,0.596,,3.829,5.717,-0.314,5.563,9.279,,,,
train,Allensville,1,,,-0.462,2.424,-0.697,6.193,,5.232,2.164,-0.313,5.713,6.085,,,,
train,Allensville,1,,,1.466,5.175,-0.330,3.883,,6.058,3.206,-0.319,4.997,7.193,,,,
train,Allensville,1,,,1.707,7.036,-0.321,4.652,,6.198,4.944,-0.324,4.955,10.812,,,,
train,Allensville,1,,,1.466,5.175,-0.330,3.883,,4.252,1.098,-0.719,4.953,5.821,,,,
train,Allensville,1,,,5.232,2.164,-0.313,0.271,,3.412,6.739,-0.365,4.924,5.956,,,,
train,Allensville,1,,,6.117,6.499,-0.315,4.680,,4.197,1.986,-0.719,4.921,5.551,,,,
train,Allensville,1,,,6.198,4.944,-0.324,4.462,,4.225,0.478,-0.716,4.898,4.949,,,,
